2275,ROCURÔNIO 10 MG/ML INJ,FRESENIUS,FA,CX C/ 10 FA,10,5130737
1965,ROCURÔNIO 10 MG/ML INJ 5ML,EUROFARMA,UN,CX C/ 50 UN,50,7891317016937
1968,ROHYDORM 1 MG CP (B1) VP,EMS SIGMA PHARMA,CP,CX C/ 20 CP,20,7894916501705
1969,ROHYDORM 2 MG CP (B1) VP,EMS SIGMA PHARMA,CP,CX C/ 20 CP,20,7894916501255
1501,ROHYPNOL 1 MG CP (B1),ROCHE,CP,CX C/ 30 CP,30,17898040324261
2807,ROHYPNOL 1 MG CP (B1) VP,ROCHE,CP,CX C/ 30 CP,30,7898040324261
52,ROPI 10 MG/ML INJ 20 ML VP,CRISTALIA,AP,CX C/ 5 FA ,5,7896676415568
84,ROPI 2 MG/ML INJ 20 ML VP,CRISTALIA,AP,CX C/ 5 FA,5,7896676415551
82,"ROPI 7,5 MG/ML INJ VP",CRISTALIA,FA,CX C/ 5 FA,5,7896676415575
2703,ROPI BOLSA 2 MG/ML INJ VP,CRISTALIA,BS,CX C/ 5 BS,5,7896676437614
1402,ROPIVACAINA 10 MG/ML INJ,HYPOFARMA,FA,CX C/ 5 FA,5,7898122913857
1374,"ROPIVACAINA 7,5 MG/ML INJ",HYPOFARMA,FA,CX C/ 5 FA,5,7898122913826
3050,ROSA 10 MG CP,FQM,CP,CX C/ 30 CP,30,7898040324049
3051,ROSA 20 MG CP,FQM,CP,CX C/ 30 CP,30,7898040324063
2695,ROSUVASTATINA 10 MG,LEGRAND,CP,CX C/ 30 CP,30,7894916146104
939,ROSUVASTATINA 10 MG CP,EMS,CP,CX C/ 30 CP ,30,7896004729640
1252,ROSUVASTATINA CÁLCICA 10 MG CP,ACCORD,CP,CX C/ 30 CP,30,7898577811180
1253,ROSUVASTATINA CÁLCICA 20 MG CP,ACCORD,CP,CX C/ 30 CP,30,7898577811203
1887,ROSUVASTATINA CÁLCICA 20 MG CP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7896004728858
459,RUBIDOX 50 MG PO LIOF INJ ,BERGAMO,FA,CX C/ 1 FA,1,7898149930448
2241,RUBROMICIN 50 MG/ML SUS OR VP,PRATI DONADUZZI,FR,CX C/ 1 FR,1,4060727
1055,SABONETE LIQUIDO PEROLADO NEUTRO 1L,INDALABOR,UN,CX C/ 1 UN,1,7898355994210
1054,SABONETE LIQUIDO PEROLADO NEUTRO 800ML,INDALABOR,UN,CX C/ 1 FR,1,7898355994203
1889,SACOS AUTOCLAVE 20 LITROS 40X60CM,CRAL,PC,PT C/ 20 UN,20,7898599571802
1204,SACOS AUTOCLAVE 20 LITROS 40X60CM,KASVI,UN,PT C/ 20 UN,20,7890000003239
1681,SACOS AUTOCLAVE 40 LITROS 50X60CM,KASVI,UN,PT C/ 20 UN,20,7890000003431
2009,SACOS AUTOCLAVE 60 LITROS 80X60CM,KASVI,UN,PT C/ 20 UN,20,7890000003432
1989,SACOS AUTOCLAVE 60 LITROS 80X60CM,CRAL,PC,PT C/ 20 UN,20,7898599571819
1205,SACOS AUTOCLAVE 60 LITROS 80X60CM,KASVI,UN,PT C/ 20 UN,20,10038201200600
2013,SAFLUTAN 15 MCG/ML SOL OFT,MUNDIPHARMA,UN,CX C/ 30 UN,30,7898586631366
314,"SALBUTAMOL 0,4 MG/ML XPE 100 ML",FARMACE,FR,CX C/ 1 FR,1,7898166040915
1222,"SALBUTAMOL 0,48 MG/ML XPE",PRATI DONADUZZI,FR,CX C/ 1 FR,1,4075066
1344,"SALBUTAMOL 0,5 MG/ML INJ 1 ML",HIPOLABOR,AP,CX C/ 100 AP,100,7898123905875
515,"SANDOSTATIN 0,05 MG/ML INJ 1 ML",NOVARTIS,AP,CX C/ 5 AP ,5,7896261014343
495,"SANDOSTATIN 0,1 MG/ML INJ 1 ML",NOVARTIS,AP,CX C/ 5 AP,5,7896261014329
496,"SANDOSTATIN 0,5 MG/ML 1 ML",NOVARTIS,AP,CX C/ 5 AP,5,7896261014350
498,SANDOSTATIN 20 MG PO INJ C/ DIL,NOVARTIS,FA,CX C/ 1 FA,1,7896261018396
499,SANDOSTATIN 30 MG PO INJ C/ DIL,NOVARTIS,FA,CX C/ 1 FA,1,7896261018402
193,SARCOPEN SACHE,BIOLAB,EN,CX C/ 30 SH,30,7896112401001
2090,SARCOPLEX 21 G,BIOLAB,UN,CX C/ 30 SA,30,7896112402602
697,SCALP 19G ,LABOR IMPORT,UN,CX C/ 100 UN,100,17898157726740
681,SCALP 19G  L. LOCK ,DESCARPACK,UN,CX C/ 100 UN,100,7898283813430
695,SCALP 19G DISP. SEG.,LABOR IMPORT,UN,CX C/100 UN,100,17898157729673
3107,SCALP 19G DISP. SEG.,MEDIX,UN,CX C/ 100 UN,100,7898652372551
707,SCALP 19G DISP. SEG. L. LOCK,DESCARPACK,UN,CX C/100 UN,100,7898283816783
2351,SCALP 21G,MEDIX,UN,CX C/ 100 UN,100,7898652370557
3108,SCALP 21G DISP SEG,MEDIX,UN,CX C/ 100 UN,100,7898652372100
1845,SCALP 21G DISP SEG COLETA SANG VACUO  ,SOL-MILLENNIUM,UN,CX C/ 50 UN,50,7890000003599
2367,SCALP 21G DISP SEG COLETA SANGUE C/ADAPT,SOL-MILLENNIUM,UN,CX C/ 25 UN,25,7890000004062
672,SCALP 21G DISP. SEG. L. LOCK  ,DESCARPACK,UN,CX C/ 100 UN,100,7898283816790
643,SCALP 21G L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283813447
2353,SCALP 23G,MEDIX,UN,CX C/ 100 UN,100,7898652370571
1846,SCALP 23G DISP SEG COLETA SANGUE C/ADAPT,SOL-MILLENNIUM,UN,CX C/ 25 UN,25,10818392016489
2835,SCALP 23G DISP SEG COLETA SANGUE C/ADAPT,SOL-MILLENNIUM,UN,CX C/ 50 UN,50,17890000001846
674,SCALP 23G DISP. SEG. LUER LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283816806
644,SCALP 23G L. LOCK,DESCARPACK,UN,CX C/100 UN,100,7898283813454
3106,SCALP 25G,MEDIX,UN,CX C/ 100 UN,100,7898652370595
675,SCALP 25G C/ DISP. SEG. L. LOCK,DESCARPACK,UN,CX C/ 100,100,7898283816813
3109,SCALP 25G C/DISP SEG,MEDIX,UN,CX C/ 100 UN,100,7898652372148
667,SCALP 25G L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283813461
2001,SCALP 25G P/ INFUSÃO,CRAL,UN,CX C/ 1 UN,1,7890000003419
2315,SCALP 27G ,CIRUTI,UN,CX C/ 100 UN,100,7898614930635
696,SCALP 27G C/ DISP. SEG.,LABOR IMPORT,UN,CX C/100 UN,100,17898157729710
708,SCALP 27G C/ DISP. SEG. L.  LOCK,DESCARPACK,UN,CX C/100 UN,100,7898283816820
2697,SEACALCIT 1MG/2ML,BERGAMO,FR,CX C/ 1 FR,1,7898149935344
2883,SECNIDAZOL 1 G,LABORATORIO GLOBO,CP,CX C/ 2 CP,2,7899620911857
1962,SELETIV 50 MG/ML INJ,EUROFARMA ONCO,UN,CX C/ 2 SR,2,7891317005610
490,SERETIDE 150 MCG SUS AER,GSK,FR,CX C/ 1 FR,1,7896269955204
2251,SERETIDE 275 MCG SUS INAL,GLAXOSMITHKLINE,FR,CX C/ 1 FR,1,7896269955372
492,SERETIDE 300 MCG PO INAL VP,GSK,FR,CX C/ 1 FR,1,7896269901720
1849,"SERINGA DES 0,5ML C/AG FIXA 30X0,8 C/DIS",SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1230000054140
2294,"SERINGA DESC 0,5ML C/AG. 25x0,6 INSULINA",SR,UN,CX C/ 100 UN,100,7890000000429
2955,SERINGA DESC 10ML BIGLOCK ORAL/ENTERAL,SR,UN,CX C/ 200 UN,200,27898259497200
2269,SERINGA DESC 10ML C/AG. 25X7 L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7890000002512
3124,SERINGA DESC 10ML C/AG. 25X7 L. LOCK,SR,UN,CX C/ 250 UN,250,27898259495725
2281,SERINGA DESC 10ML C/AG. 25X7 L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7898283815021
819,SERINGA DESC 10ML C/AG. 25X7 L. SLIP,SR,UN,CX C/ 250 UN,250,27898259490720
3436,SERINGA DESC 10ML S/AG L. SLIP EPIDURAL,SR,UN,CX C/ 250 UN,250,27898259496142
641,SERINGA DESC 10ML S/AG. L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283815106
820,SERINGA DESC 10ML S/AG. L. LOCK,SR,UN,CX C/ 250 UN,250,27898259495701
1855,SERINGA DESC 10ML S/AG. L. LOCK C/DISP,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1230000059183
1105,SERINGA DESC 10ML S/AG. L. SLIP,SR,UN,CX C/250 UN ,250,27898259490706
621,SERINGA DESC 10ML S/AG. L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7898283815069
1623,SERINGA DESC 10ML S/AG. L. SLIP VP,SR,UN,CX C/ 250 UN,250,7898259497217
1693,"SERINGA DESC 1ML C/AG FIXA 13X0,30 INSUL",SOL-MILLENNIUM,UN,CX C/ 100 UN,100,10818392016953
1853,"SERINGA DESC 1ML C/AG FIXA 25X0,6 C/DISP",SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1230000059305
2064,"SERINGA DESC 1ML C/AG. 13X0,38 INSULINA",SR,UN,CX C/ 500 UN,500,7898259490249
817,"SERINGA DESC 1ML C/AG. 25X0,6 INSULINA",SR,UN,CX C/ 100 UN,100,17898259497395
818,"SERINGA DESC 1ML C/AG. 30X0,8 INSULINA",SR,UN,CX C/ 100 UN,100,7898259497456
2446,"SERINGA DESC 1ML C/AG. FIXA 13X4,5",DESCARPACK,UN,CX C/ 100 UN,100,7890000003384
2296,"SERINGA DESC 1ML C/AG. FIXA 13X4,5 ",SR,UN,CX C/ 500 UN,500,27898259490126
2890,"SERINGA DESC 1ML C/AG. FIXA 25X0,6",SR,UN,CX C/500 UN,500,27898259490379
2063,"SERINGA DESC 1ML C/AG.FIXA 13X4,5",SR,UN,CX C/ 500 UN,500,27898259490225
1546,"SERINGA DESC 1ML C/AG.FIXA13X4,5",DESCARPACK,UN,CX C/ 100 UN,100,7898283814703
2839,"SERINGA DESC 1ML C/AG13X4,5 L.SLIP C/DIS",SR,UN,CX C/ 250 UN,250,27898259490041
2282,SERINGA DESC 1ML S/AG. L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7890000002120
3033,SERINGA DESC 1ML S/AG. L. SLIP ,SR,UN,CX C/ 500 UN,500,27898259490102
2928,SERINGA DESC 1ML S/AG. L. SLIP(INSULINA),SR,UN,CX C/ 500 UN,500,27898259490201
2297,SERINGA DESC 1ML S/AG. LUER SLIP (SUPERA,SR,UN,CX C/ 500 UN,500,27898259490423
3008,SERINGA DESC 20ML BIGLOCK ORAL/ENTERAL,SR,UN,CX C/ 200 UN,200,27898259497255
822,SERINGA DESC 20ML C/AG. 25X7 L. LOCK,SR,UN,CX C/ 250 UN,250,27898259496005
2284,SERINGA DESC 20ML C/AG. 25X7 L. SLIP,DESCARPACK,UN,CX C/ 50 UN,50,7898283815038
916,SERINGA DESC 20ML C/AG. 25X7 L. SLIP,SR,UN,CX C/ 250 UN,250,27898259492410
813,SERINGA DESC 20ML C/AG. 25X8 L. SLIP,SR,UN,CX C/ 250 UN,250,27898259490980
669,SERINGA DESC 20ML S/AG. L. LOCK,DESCARPACK,UN,CX C/ 50 UN,50,7898283815113
1099,SERINGA DESC 20ML S/AG. L. LOCK,SR,UN,CX C/250 UN,250,27898259495985
1669,SERINGA DESC 20ML S/AG. L. LOCK,INJEX,UN,CX C/ 300 SR,300,7897889118451
1854,SERINGA DESC 20ML S/AG. L. LOCK C/DISP,SOL-MILLENNIUM,UN,CX C/ 50,50,7890000004022
1621,SERINGA DESC 20ML S/AG. L. LOCK VP,SR,UN,CX C/ 250 UN,250,27898259497279
625,SERINGA DESC 20ML S/AG. L. SLIP,DESCARPACK,UN,CX C/ 50 UN,50,7898283815076
3437,SERINGA DESC 20ML S/AG. L. SLIP EPIDURAL,SR,UN,CX C/ 250 UN,250,27898259496135
1620,SERINGA DESC 20ML S/AG.L. SLIP BICO LONG,SR,UN,CX C/ 250 UN,250,27898259490898
2688,SERINGA DESC 20ML S/AG.L.SLIP BICO CENT,SR,UN,CX C/ 250 UN,250,27898259496012
812,SERINGA DESC 20ML S/AG.L.SLIP BICO LATER,SR,UN,CX C/250 UN,250,27898259490942
2065,"SERINGA DESC 3ML AG FIXA 25X0,6  L. LOCK",SR,UN,CX C/ 500 UN,500,27898259495213
2769,"SERINGA DESC 3ML AG. FIXA 25X0,7 L. LOCK",SR,UN,CX C/ 500 UN,500,27898259495220
1534,SERINGA DESC 3ML C/AG. 25X7 L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7898283815007
2293,SERINGA DESC 3ML C/AG. FIXA 25X7 L. SLIP,SR,UN,CX C/ 500 UN,500,7898259495022
1624,SERINGA DESC 3ML S/AG. L. LOCK,SR,UN,CX C/ 500 UN,500,27898259495305
629,SERINGA DESC 3ML S/AG. L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283815083
1098,SERINGA DESC 3ML S/AG. L. SLIP,SR,UN,CX C/500 UN,500,27898259490300
627,SERINGA DESC 3ML S/AG. L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7898283815045
1768,SERINGA DESC 3ML S/AG. L. SLIP,LABOR IMPORT,UN,CX C/ 100 UN,100,17898157727846
1847,SERINGA DESC 3ML S/AG.L.LOCK  DISP.SEG.,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1230000054126
811,SERINGA DESC 5ML C/AG. 25X7 L. LOCK,SR,UN,CX C/ 500 UN,500,27898259495527
2295,SERINGA DESC 5ML C/AG. 25X7 L. SLIP,SR,UN,CX C/ 400 SR,400,7898259490669
1536,SERINGA DESC 5ML C/AG. 25X7 L. SLIP,DESCARPACK,UN,CX C/ 100 UN,100,7898283815014
915,SERINGA DESC 5ML C/AG. 25X7 L. SLIP,SR,UN,CX C/ 500 UN,500,27898259490522
3331,SERINGA DESC 5ML S/AG L SLIP EPIDURAL,SR,UN,CX C/ 100 UN,100,27898259496173
694,SERINGA DESC 5ML S/AG. L. LOCK,DESCARPACK,UN,CX C/ 100 UN,100,7898283815090
1104,SERINGA DESC 5ML S/AG. L. LOCK,SR,UN,CX C/500 UN ,500,27898259495503
1848,SERINGA DESC 5ML S/AG. L. LOCK C/DISP,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1230000059169
1767,SERINGA DESC 5ML S/AG. L. SLIP,LABOR IMPORT,UN,CX C/ 100 UN,100,17898157727853
810,SERINGA DESC 5ML S/AG. L. SLIP,SR,UN,CX C/ 500 UN,500,27898259490508
640,SERINGA DESC 5ML S/AG. L. SLIP,DESCARPACK,UN,CX C/100 UN,100,7898283815052
633,SERINGA DESC 60ML S/AG. BICO CATETER,DESCARPACK,UN,CX C/ 25 UN,25,7898283813645
2298,SERINGA DESC 60ML S/AG. BICO CATETER,SR,UN,CX C/ 50 UN,50,27898259491192
1533,SERINGA DESC 60ML S/AG. L. LOCK,DESCARPACK,UN,CX C/ 25 UN,25,7898283813638
2300,SERINGA DESC 60ML S/AG. L. LOCK ,SR,UN,CX C/ 50,50,7898259491185
2292,SERINGA DESC 60ML S/AG. L. LOCK C/ TAMPA,SR,UN,CX C/ 50,50,7898259497330
2299,SERINGA DESC 60ML S/AG. L. SLIP,SR,UN,CX C/ 50 UN,50,27898259491178
1542,SERINGA DESC 60ML S/AG. L. SLIP,DESCARPACK,UN,CX C/ 25 UN,25,7898283813621
882,SERINGA DOSADOR ORAL 10ML AZUL,DESCARPACK,UN,PT C/ 80,80,7898283817230
881,SERINGA DOSADOR ORAL 20ML AZUL,DESCARPACK,UN,PT C/ 40,40,7898283817193
886,SERINGA DOSADOR ORAL 3ML AZUL,DESCARPACK,UN,PT C/ 150 UN,150,7898283817216
884,SERINGA DOSADOR ORAL 5ML AZUL,DESCARPACK,UN,PT C/100 UN,100,7898283817223
659,SERINGA DOSADOR ORAL 5ML AZUL ,INJEX,UN,CX C/ 450 UN,450,7897889120881
2529,SERTRALINA 50 MG CP (C1),GERMED,CP,CX C/ 28 CP,28,7896004710099
2582,SERTRALINA 50 MG CP (C1),AUROBINDO,CP,CX C/ 30 CP,30,7898361886653
2483,SERTRALINA 50 MG CP (C1),EMS,CP,CX C/ 20 CP,20,7896004706320
1883,SERTRALINA 50 MG CP (C1) ,EMS,CP,CX C/ 28 CP,28,7896004706344
3132,SERTRALINA 50 MG CP (C1) ,ZYDUS,CP,CX C/ 30 CP,30,7898910350154
1567,SERTRALINA 50 MG CP (C1) VP,EMS,CP,CX C/ 28 CP,28,7896004750385
2468,SERTRALINA 50 MG CP (C1) VP,EMS,CP,CX C/ 30 CP,30,7896004759845
2620,SERTRALINA 50 MG CP (C1) VP,LEGRAND,CP,CX C/ 30 CP,30,7894916340168
2506,SEVOCRIS 1 MG/ML SOL INAL 250ML (C1) VP,CRISTALIA,FR,CX C/ 1 FR,1,7896676408324
53,SEVOCRIS 1 ML/ML SOL INAL 100 ML (C1) VP,CRISTALIA,FR,CX C/ 1 FR,1,7896676408331
365,SEVOFLURANO 1 ML/MG SOL INAL 250ML (C1),BIOCHIMICO,FR,CX C/ 1 FR,1,7897406113051
3329,SEVOFLURANO 1 ML/ML SOL INAL 100ML (C1),UNIAO QUIMICA,FR,CX C/ 1 FR,1,7896006210887
3327,SEVOFLURANO 1 ML/ML SOL INAL 250ML (C1),UNIAO QUIMICA,FR,CX C/ 1 FR,1,7896006209980
1512,SEVOFLURANO 100 ML SOL INAL (C1),BIOCHIMICO,FR,CX C/ 1 FR,1,7897406113044
2496,SIBUTRAMINA 15 MG CP,EMS,CP,CX C/ 30 CP,30,7896004721125
397,SIGMASPORIN MICRORAL 100 MG CP,GERMED,CS,CX C/ 50 CP,50,7894916500494
414,SIGMASPORIN MICRORAL 25 MG CP,GERMED,CS,CX C/ 50 CS,50,7894916500517
398,SIGMASPORIN MICRORAL 50 MG CP,GERMED,CS,CX C/ 50 CP,50,7894916500500
1468,SILDENAFILA 25 MG CP,GERMED,CP,CX C/ 4 CP,4,7896004730158
2978,SILDENAFILA 25 MG CP ,EMS,CP,CX C/ 4 CP,4,17896004730080
1870,SILDENAFILA 25 MG CP VP,EMS,CP,CX C/ 4 CP,4,7896004730080
3320,SILGLOS 10MG/G CREME DERM 50G,UNIAO QUIMICA,BI,CX C/ 1 BG,1,7896006260912
1454,SIMBIOFLORA 6G ENV,FQM,UN,CX C/ 15 EN,15,7898040323806
2884,SIMETICONA 40 MG CP,LABORATORIO GLOBO,CP,CX C/ 20 CP ,20,7899620912441
943,SIMETICONA 40 MG CP,EMS,CP,CX C/ 20 CP ,20,7896004708973
1784,SIMETICONA 40 MG CP,LEGRAND,CP,CX C/ 20 CP,20,7894916143103
2760,SIMETICONA 40MG CP,GERMED,CP,CX C/ 20 CP,20,7896004708980
1097,SIMETICONA 75 MG/ML EMU OR,HIPOLABOR,FR,CX C/ 1 FR,1,7898123908074
941,SIMETICONA 75 MG/ML EMU OR VP,EMS,FR,CX C/ 1 FR,1,7896004705330
1935,SINVASTATINA 10 MG CP VP,EMS,PC,CX C/ 30 CP,30,7896004701943
1510,SINVASTATINA 20 MG CP,EMS,CP,CX C/ 30 CP,30,7896004710761
948,SINVASTATINA 20 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004710792
1738,SINVASTATINA 20 MG CP ,LEGRAND,CP,CX C/ 30 CP,30,7894916140812
3136,SINVASTATINA 40 MG CP,GERMED,CP,CX C/ 30 CP,30,17896004711126
895,SINVASTATINA 40 MG CP,GERMED,CP,CX C/ 60 CP,60,7896004737171
3131,SINVASTATINA 40 MG CP,EMS,CP,CX C/ 30 CP,30,17896004711188
1547,SINVASTATINA 40 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004711188
3137,SINVASTATINA 40 MG CP VP,GERMED,CP,CX C/ 30 CP,30,7896004711126
2850,SINVASTATINA 40MG CP,LABORATORIO GLOBO,CP,CX C/ 30 CP,30,7899620911079
2362,SOLUÇÃO DE CONTROLE ON CALL PLUS II,ON CALL PLUS,UN,CX C/ 1 UN,1,7908007901241
1580,SOMALGIN CARDIO 145 MG CP VP,EMS SIGMA PHARMA,CP,CX C/ 60 CP,60,7894916512022
2119,SOMALGIN CARDIO 290 MG CP,EMS,CP,CX C/ 32 CP,32,7894916503419
2698,SOMALGIN CARDIO 325MG,EMS SIGMA PHARMA,CP,CX C/ 32 CP,32,7894916207546
3282,SONDA ASP TRAQUEAL  S/VALVULA NR.8,MEDSONDA,UN,CX C/ 10 UN,10,7898487860124
1031,SONDA ASP TRAQUEAL C/VALVULA NR 14,MARK MED,UN,CX C/ 1 UN,1,7898430460074
1028,SONDA ASP TRAQUEAL C/VALVULA NR.08,MARK MED,UN,CX C/ 1 UN,1,7898430460043
3274,SONDA ASP TRAQUEAL C/VALVULA NR.08,MEDSONDA,UN,CX C/ 10 UN,10,7898487860032
1029,SONDA ASP TRAQUEAL C/VALVULA NR.10,MARK MED,UN,CX C/ 1 UN,1,7898430460050
3275,SONDA ASP TRAQUEAL C/VALVULA NR.10,MEDSONDA,UN,CX C/ 10 UN,10,7898487860049
3276,SONDA ASP TRAQUEAL C/VALVULA NR.12,MEDSONDA,UN,CX C/ 10 UN,10,7898487860056
1030,SONDA ASP TRAQUEAL C/VALVULA NR.12,MARK MED,UN,CX C/ 1 UN,1,7898430460067
3277,SONDA ASP TRAQUEAL C/VALVULA NR.14,MEDSONDA,UN,CX C/ 10 UN,10,7898487860063
3278,SONDA ASP TRAQUEAL C/VALVULA NR.16,MEDSONDA,UN,CX C/ 10 UN,10,7898487860070
3279,SONDA ASP TRAQUEAL C/VALVULA NR.18,MEDSONDA,UN,CX C/ 10 UN,10,7898487860087
849,SONDA ASP TRAQUEAL S/VALVULA NR.06,EMBRAMED,UN,CX C/ 1 UN,1,7898468476306
1020,SONDA ASP TRAQUEAL S/VALVULA NR.08,MARK MED,UN,CX C/ 1 UN,1,7898430461538
1021,SONDA ASP TRAQUEAL S/VALVULA NR.10,MARK MED,UN,CX C/ 1 UN,1,7898430461545
3283,SONDA ASP TRAQUEAL S/VALVULA NR.10,MEDSONDA,UN,CX C/ 10 UN,10,7898487860131
3284,SONDA ASP TRAQUEAL S/VALVULA NR.12,MEDSONDA,UN,CX C/ 10 UN,10,7898487860148
1022,SONDA ASP TRAQUEAL S/VALVULA NR.12,MARK MED,UN,CX C/ 1 UN,1,7898430461552
1023,SONDA ASP TRAQUEAL S/VALVULA NR.14,MARK MED,UN,CX C/ 1 UN,1,7898430461927
3285,SONDA ASP TRAQUEAL S/VALVULA NR.14,MEDSONDA,UN,CX C/ 10 UN,10,7898487860155
3286,SONDA ASP TRAQUEAL S/VALVULA NR.16,MEDSONDA,UN,CX C/ 10 UN,10,7898487860162
3287,SONDA ASP TRAQUEAL S/VALVULA NR.18,MEDSONDA,UN,CX C/ 10 UN,10,7898487860179
3181,SONDA ASP. SISTEMA FECHADO 24 HR FR 12,BE CARE,UN,CX C/ 1 UN,1,609963578931
3182,SONDA ASP. SISTEMA FECHADO 24 HR FR 14,BE CARE,UN,CX C/ 1 UN,1,609963693535
3183,SONDA ASP. SISTEMA FECHADO 72 HR FR 12,BE CARE,UN,CX C/ 1 UN,1,609963006267
3184,SONDA ASP. SISTEMA FECHADO 72 HR FR 14,BE CARE,UN,CX C/ 1 UN,1,609963006281
2311,SONDA FOLEY 2 VIAS NR.06 C/BALAO 3CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930706
2310,SONDA FOLEY 2 VIAS NR.10 C/BALAO 5CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930737
1556,SONDA FOLEY 2 VIAS NR.12 C/ BALAO 30CC,DESCARPACK,UN,10 UN,10,7898283817636
1561,SONDA FOLEY 2 VIAS NR.12 C/ BALAO 5-10CC,DESCARPACK,UN,CX C/10 UN,10,7898283817643
839,SONDA FOLEY 2 VIAS NR.12 C/BALAO 30CC,CIRUTI,UN,10 UN ,10,7898614932106
2309,SONDA FOLEY 2 VIAS NR.12 C/BALAO 5CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930751
847,SONDA FOLEY 2 VIAS NR.14 C/ BALAO 30CC,CIRUTI,UN,10 UN ,10,7898614932120
1842,SONDA FOLEY 2 VIAS NR.14 C/ BALAO 30CC,DESCARPACK,UN,PT C/ 10 UN,10,7898283817650
1843,SONDA FOLEY 2 VIAS NR.14 C/ BALAO 5CC,DESCARPACK,UN,10 UN,10,7898283817674
1833,SONDA FOLEY 2 VIAS NR.16 C/ BALAO 30CC,DESCARPACK,UN,PT C/ 10 UN,10,7898283817681
1597,SONDA FOLEY 2 VIAS NR.16 C/ BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930782
1560,SONDA FOLEY 2 VIAS NR.16 C/ BALAO 5-10CC,DESCARPACK,UN,CX C/10 UN,10,7898283817667
3114,SONDA FOLEY 2 VIAS NR.16 C/BALAO 15-30CC,MEDIX,UN,CX C/ 1 UN,1,7898652370977
2067,SONDA FOLEY 2 VIAS NR.16 C/BALAO 5CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930799
1558,SONDA FOLEY 2 VIAS NR.18 C/ BALAO 30CC,DESCARPACK,UN,CX C/10 UN,10,7898283817698
2961,SONDA FOLEY 2 VIAS NR.18 C/ BALAO 5-10CC,DESCARPACK,UN,CX C/10 UN,10,7898283817704
2308,SONDA FOLEY 2 VIAS NR.18 C/ BALAO 5CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930812
840,SONDA FOLEY 2 VIAS NR.18 C/BALAO 30CC,CIRUTI,UN,10 UN ,10,7898614932168
897,SONDA FOLEY 2 VIAS NR.20 C/ BALAO 30CC,DESCARPACK,UN,10 UN ,10,7898283817711
1828,SONDA FOLEY 2 VIAS NR.20 C/ BALAO 5CC,DESCARPACK,UN,10 UN,10,7898283817728
841,SONDA FOLEY 2 VIAS NR.20 C/BALAO 30CC,CIRUTI,UN,10 UN,10,7898614932182
899,SONDA FOLEY 2 VIAS NR.22 C/ BALAO 30CC,DESCARPACK,UN,10 UN ,10,7898283817735
806,SONDA FOLEY 2 VIAS NR.22 C/ BALAO 5CC,SOLIDOR,UN,10 UN ,10,17898157725118
842,SONDA FOLEY 2 VIAS NR.22 C/BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930843
910,SONDA FOLEY 2 VIAS NR.24 C/ BALAO 30CC,DESCARPACK,UN,10 UN ,10,7898283817742
2307,SONDA FOLEY 2 VIAS NR.24 C/BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930867
791,SONDA FOLEY 3 VIAS NR.16 C/ BALAO 30CC,SOLIDOR,UN,CX C/ 1 UN,1,7898157724329
1599,SONDA FOLEY 3 VIAS NR.16 C/BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930898
793,SONDA FOLEY 3 VIAS NR.18 C/ BALAO 30CC,SOLIDOR,UN,CX C/10 UN,10,7898157728570
1598,SONDA FOLEY 3 VIAS NR.18 C/BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930911
2066,SONDA FOLEY 3 VIAS NR.20 C/ BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930935
863,SONDA FOLEY 3 VIAS NR.20 C/ BALAO 5CC,CIRUTI,UN,10 UN ,10,7898614932304
843,SONDA FOLEY 3 VIAS NR.22 C/BALAO 30CC,CIRUTI,UN,10 UN ,10,7898614932311
