CODIGO_INTERNO;CODIGO_BARRAS;REGISTRO_ANVISA;NOME_COMERCIAL;APRESENTACAO;MARCA;TIPO_EMBALAGEM;QT_EMBALAGEM
1752;7898122913147;1038700580061;CLOR ONDANSETRONA 8 MG IM/IV AMP (G);"CLORIDRATO DE ONDANSETRONA 2 MG/ML IM/IV 4 ML

";HYPOFARMA;CX C/50 AMP;50
1765;7898148290536;1256801530087;CAPTOPRIL 25 MG CP (G);CAPTOPRIL 25 MG VO CP (40 BLISTERS C/15 CP);PRATI DONADUZZI;CX C/600 CP;600
1767;7897460401668;1565100450018;TRANSAMIN 250 MG CP (S);ACIDO TRANEXAMICO 250 MG VO CP;ZYDUS;CX C/12 CP;12
1769;7898495603010;1156000520011;FUNGICORT 20/0,64 MG/G POM 30 G BIS (S);CETOCONAZOL+BETAMETASONA 20/0,64 MG/G POMADA 30G BIS;CIFARMA;BIS C/30 G;1
1229;7898122912935;1038700580029;CLOR ONDANSETRONA 8 MG IM/IV AMP (G);"CLORIDRATO DE ONDANSETRONA 2 MG/ML IM/IV 4 ML

";HYPOFARMA;CX C/100 AMP;100
1490;7898123901983;1134301420048;VAL SODIO 250 MG/5ML 100 ML FR (G) (C1);VALPROATO DE SODIO 250 MG/5 ML 100 ML VO FR (C1) + COPO DOSADOR;HIPOLABOR;CX C/50 FR;50
1636;7898415823115;1559200060047;GLICOSE 50% 10 ML AMP ;GLICOSE 50% IV 10 ML;SAMTEC;CX C/200 AMP;200
1637;7899095256934;1542302500122;CL DE VENLAFAXINA 75 MG CP (G) (C1);CLORIDRATO DE VENLAFAXINA 75 MG VO CP (C1);GEOLAB;CX C/30 CA;30
1638;7899095256989;1542302500149;CL DE VENLAFAXINA 150 MG CP (G) (C1);CLORIDRATO DE VENLAFAXINA 150 MG VO CP LIBERACAO CONTROLADA (C1);GEOLAB;CX C/30 CA;30
1375;7898404221168;1018600320012;FUROSEMIDA 20 MG IM/IV 2 ML AMP (G);FUROSEMIDA 10 MG/ML SOL/INJ IM/IV 2 ML AMP;SANTISA;CX C/100 AMP;100
1376;7898075317153;1048100980244;MALEATO DE ENALAPRIL 5 MG CP (G);MALEATO DE ENALAPRIL 5 MG VO CP;ONEFARMA;CX C/500 CP;500
1377;7898075317160;1048100980163;MALEATO DE ENALAPRIL 20 MG CP (G);MALEATO DE ENALAPRIL 20 MG VO CP;ONEFARMA;CX C/500 CP;500
1390;7896112124337;1037004660026;IPRATROPIO 0,250MG/ML SOL 20 ML FR (G);IPRATROPIO BROM 0,250MG/ML SOL INALATORIA 20 ML ;TEUTO;CX C/100 FR;100
1689;7898941450083;80587510002;ESTERILCARE BOBINA ESTERIL 170 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 170 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1690;7898941450090;80587510002;ESTERILCARE BOBINA ESTERIL 200 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 200 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1339;7898166043046;0;OLEO MINERAL 100 ML FR ;OLEO MINERAL 100 ML VO FR;FARMACE;CX C/60 FR;60
1342;7899547501506;1256800370108;SULFADIA DE PRATA 10 MG/G 30 G BIS (G);SULFADIAZINA DE PRATA 10 MG/G CREME DERMATOLOGICO 30 G BIS;PRATI DONADUZZI;CX C/100 BIS;100
1343;7899547503685;1256802320078;RISPERIDONA 1 MG/ML 30 ML FR (G) (C1);RISPERIDONA 1 MG/ML 30 ML VO FR (C1) + SERINGA DOSADORA;PRATI DONADUZZI;CX C/100 FR;100
1462;7896006227182;1049702640083;UNIFENTAL 50 MCG/ML 2 ML AMP (S) (A1);CITRATO DE FENTANILA 78,5 CMG/ML (EQUIVALENTE A FENTANILA 50 MCG/ML = 0,05 MCG/ML) SOL/INJ IM/IV 2 ML AMP;UNIAO QUIMICA;CX C/50 AMP;50
1463;7896006229803;1049700950057;DIGESTINA 10 MG CP (S);BROMOPRIDA 10 MG VO CP ;UNIAO QUIMICA;CX C/20 CP;20
1753;7898123908913;1134301760035;TERBUTALINA 0,5 MG/ML IV/SC 1 ML AMP (G);SULFATO DE TERBUTALINA 0,5 MG/ML SOL/INJ IV/SC 1 ML AMP;HIPOLABOR;CX C/100 AMP;100
1773;7899470805306;ISENT RES 199;NASOJET 9 MG/ML SOL NASAL 30 ML FR (S);CLORETO DE SODIO 9 MG/ML 30 ML SOL NASAL FR;NATULAB;CX C/100 FR;100
1774;7898122913772;1038700650019;ACIDO ASCORBICO 100 MG/ML 5 ML AMP (G) ;"ACIDO ASCORBICO (VITAMINA C) 100 MG/ML AMP

";HYPOFARMA;CX C/100 AMP;100
1775;7896006225744;1049713320018;CLINDAMICINA 300 MG CAP (G);CLORIDRATO DE CLINDAMICINA 300 MG VO CAP;UNIAO QUIMICA;CX C/16 CAP;16
1776;7898158690586;1156000270013;CINATREX 5 MG/G 3,5 G OFT BIS (S);CLORIDRATO DE TETRACICLINA 5 MG/G 3,5 G POMADA OFTALMICA BIS;CIFARMA;BIS C/3,5 G;1
1779;7899498608057;1004101580019;METRONIDAZOL 5 MG/ML SIST FECHADO FR (S);"METRONIDAZOL 0,5% SOL/INJ SISTEMA FECHADO IV 100 ML  FR
";FRESENIUS KABI;CX C/80 FR;80
1491;7898470681835;1134301640021;BROM FENOTEROL 5 MG/ML 20 ML FR (G);BROMIDRATO DE FENOTEROL 5 MG/ML 20 ML SOL ORAL FR;HIPOLABOR;CX C/200 FR;200
1639;7899547504170;1256801860044;CIMETIDINA 200 MG CP (G);CIMETIDINA 200 MG VO CP;PRATI DONADUZZI;CX C/600 CP;600
1395;7899547510003;1256802590032;BETAISTINA 16 MG CP (G);DICLORIDRATO DE BETAISTINA 16 MG VO CP;PRATI DONADUZZI;CX C/30 CP;30
1402;7896006210535;1049711380188;TEFLAN 40 MG PO/INJ FA (S);TENOXICAM 40 MG  PO/INJ IM/IV FA;UNIAO QUIMICA;CX C/50 FA;50
1403;7896006211648;1049712130150;OXCARB 600 MG CP (S) (C1);OXCARBAZEPINA 600 MG VO CP (C1);UNIAO QUIMICA;CX C/60 CP;60
1404;7899547504569;1256801930034;CLOR DE VERAPAMIL 80 MG CP (G);CLORIDRATO DE VERAPAMIL 80 MG VO CP;PRATI DONADUZZI;CX C/800 CP;800
1691;7898941450106;80587510002;ESTERILCARE BOBINA ESTERIL 250 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 250 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1692;7898941450113;80587510002;ESTERILCARE BOBINA ESTERIL 300 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 300 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1242;7896523216034;1438101730681;ATORVASTATINA CALCICA 20 MG CP (G);ATORVASTATINA CALCICA 20 MG VO CP (2 BLISTERS C/15 CP);CIMED;CX C/30 CP;30
1441;7896112123088;1037004580049;DIGOXINA 0,25 MG CP (G);DIGOXINA 0,25 MG VO CP;TEUTO;CX C/100 CP;100
1442;7896112163732;1037005960171;HEM QUETIAPINA 100 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 100 MG VO CP (C1);TEUTO;CX C/280 CP;280
1464;7896006245322;1049702890012;DIAMOX 250 MG CP (E);ACETAZOLAMIDA 250 MG VO CP;UNIAO QUIMICA;CX C/25 CP;25
1547;7897848502482;1476100230041;SULFADIAZINA DE PRATA 10 MG/G 400 G (G);SULFADIAZINA DE PRATA 10 MG/G CREME DERMATOLOGICO 400 G POTE;NATIVITA;CX C/24 POTE;24
1756;7896615120706;80023140012;X-PRAY ESPACADOR ADULTO (VERDE);ESPAÇADOR PARA MEDICAMENTOS AEROSSOIS ADULTO ADOLECENTE;SONICLEAR;CX C/1 UN;1
1749;7898133136504;1384100180057;VITER C 500 MG CP (S) ;"ACIDO ASCORBICO (VITAMINA C) 500M G 50BL 10CP

";NATULAB;CX C/500 CP;500
1780;7896112125266;1037004100071;SULFA+TRIMETOPRIMA 40+8 MG/ML 50 ML (G);SULFAMETOXAZOL + TRIMETOPRIMA 40 MG/ML + 8 MG/ML VO 50 ML + COPO DOSADOR;TEUTO;CX C/50 FR;50
1781;7898157722486;10369460145;SOLIDOR SER INSU AGULHA 13X0,45MM 1 ML  ;"SERINGA PARA INSULINA SOLIDOR 1 ML COM AGULHA ACOPLADA 13 X 0,45 MM / 26G X 1/2 DESCARTÁVEL ESTÉRIL
";SOLIDOR;CX C/100 UNI;100
1542;7898148293995;1256801240011;BROM FENOTEROL 5 MG/ML 20 ML C/1 FR ;BROMIDRATO DE FENOTEROL 5 MG/ML 20 ML SOL ORAL FR;PRATI DONADUZZI;FR C/20 ML;1
1543;7898470681804;1134301820021;ADENOSINA 3 MG/ML 2 ML AMP (G);"ADENOSINA 3 MG/ML SOL/INJ IV 2 ML AMP 


";HIPOLABOR;CX C/50 FA;50
1544;7898470680807;1134301510047;FENTANILA 50 MCG/ML 10 ML AMP (G) (A1);CITRATO DE FENTANILA 78,5 CMG/ML (EQUIVALENTE A FENTANILA 50 MCG/ML = 0,05 MCG/ML) SOL/INJ IM/IV 10 ML AMP;HIPOLABOR;CX C/ 50 AMP;50
1405;7896676431261;1029802860129;DUOFLAM 5/2 MG 1 ML AMP (S);DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA 5/2 MG AMP 1 ML;CRISTALIA;CX C/25 AMP;25
1406;7896676402520;1029802260131;LONGACTIL 40 MG/ML 20 ML FR (S) (C1);CLORIDRATO DE CLORPROMAZINA 40 MG/ML 20 ML FR (C1);CRISTALIA;CX C/10 FR;10
1407;7896676401578;1029800260048;KOLLAGENASE C/ CLORANFENIC 30 G BIS (S);COLAGENASE + CLORANFENICOL 0,6 UI/G + 10 MG/G CREME DERMATOLOGICO 30 G BIS;CRISTALIA;CX C/10 BIS;10
1408;7896676403251;1029800960045;CINETOL 2 MG CP (S) (C1);CLORIDRATO DE BIPERIDENO 2 MG VO CP (C1);CRISTALIA;CX C/200 CP;200
1410;7896676403275;1029800080088;COMPAZ 5 MG CP (S) (B1);DIAZEPAM 5 MG VO CP (B1);CRISTALIA;CX C/200 CP;200
1693;7898941450120;80587510002;ESTERILCARE BOBINA ESTERIL 350 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 350 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1694;7898941450137;80587510002;ESTERILCARE BOBINA ESTERIL 400 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 400 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1514;7896676416411;1029803030138;LEVOTAC 5 MG/ML SIST FECHADO 100 ML (S);"LEVOFLOXACINO 5 MG/ML SOL/INJ SISTEMA FECHADO IV 100 ML  BOLSA
";CRISTALIA;CX C/6 BOLSA;6
1575;7898133139437;1394100540029;L-ENEMA 160 + 60 MG/ML 130 ML FR (S);FOSFATO DE SODIO MONOBASICO + FOSFATO DE SODIO DIBASICO 160/60 MG/ML SOL RETAL COM CANULA RETAL 130 ML;NATULAB;CX C/50 FR;50
1640;7898470681323;1134300720031;FOLINAC 15 MG CP (S);ACIDO FOLINICO 15 MG VO CP;HIPOLABOR;CX C/500 CP;500
1757;7896112196327;1037007120154;CEFTRIAXONA SODICA 1G PO/INJ IV FA (G);CEFTRIAXONA DISSODICA 1 G PÓ/INJ IV S/DIL FA ;TEUTO;CX C/50 FA;50
1754;7896006275763;1049711320029;UNIMEDROL 500 MG PO INJ IM/IV + DIL (S);SUCCINATO SÓDICO DE METILPRESNISOLONA 500 MG PÓ/INJ IM/IV C/DIL F/A;UNIAO QUIMICA;CX C/1 FA;1
1782;7898133137167;1384100290464;OSTEOFIX D 1500(EQ 600) MG/400 UI CP (S);CARBONATO DE CALCIO + COLECALCIFEROL 1500 (EQUIVALENTE A 600 MG DE CALCIO ELEMENTAR) MG/400 UI VO 50 FRASCOS C/ 60 CP;NATULAB;CX C/3000 CP;3000
1783;7898133134432;ISEN RES 199;ALUMIMAX 60 MG/ML 100 ML FR (S);HIDROXIDO DE ALUMINIO 60 MG/ML 100 ML ;NATULAB;CX C/50 FR;50
1784;7898133134494;ISEN RES 199;ALUMIMAX 60 MG/ML 150 ML FR (S);HIDROXIDO DE ALUMINIO 60 MG/ML 150 ML ;NATULAB;CX C/50 FR;50
1785;7899470807195;ISEN RES 199;KOLLANGEL 60 + 40 MG/ML 100 ML FR (S);HIDROXIDO DE ALUMINIO 60 MG/ML + HIDROXIDO DE MAGNESIO 40 MG/ML SABOR HORTELA 100 ML ;NATULAB;CX C/50 FR;50
1869;7899547501377;1256801730322;OLANZAPINA 10 MG CP (G) (C1);OLANZAPINA 10 MG VO CP REVESTIDOS (C1);PRATI DONADUZZI;CX C/30 CP;30
1502;7891721029882;1008903920108;LEVOTIROXINA SÓDICA 100 MCG CP (G);LEVOTIROXINA SODICA 100 MCG VO CP;MERCK;CX C/30 CP;30
1545;7898123908982;1134301680015;BUPIVACAINA+GLIC 5/80 MG/ML 4 ML AMP (G);"CLORIDRATO DE BUPIVACAINA + GLICOSE 5/80 MG/ML SOL/INJ IM/IV/INTRATECAL 4 ML AMP 


";HIPOLABOR;CX C/100 AMP;100
1546;7898123908975;1134301630034;MORFINA 10 MG/ML 1 ML AMP (G) (A1);SULFATO DE MORFINA 10 /ML SOL/INJ IM/IV 1 ML AMP;HIPOLABOR;CX C/100 AMP;100
1589;7898560663291;1883000210055;CUTENOX 20 MG 0,2 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 20 MG /0,2 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;MYLAN;CX C/10 SER;10
1422;7896523215976;1438101730061;ATORVASTATINA CALCICA 10 MG CP (G);ATORVASTATINA CALCICA 10 MG VO CP (6 BLISTERS C/15 CP);CIMED;CX C/90 CP;90
1423;7896523226538;1438101010018;MICONAZOL 20 MG/G 30 ML LOÇÃO FR (G);NITRATO DE MICONAZOL 20 MG/G LOÇAO 30 ML;CIMED;FR C/30 ML;1
1424;7896523224817;1438101740210;CLOR DE CICLOBENZAPRINA 5 MG CP (G);CLORIDRATO DE CICLOBENZAPRINA 5 MG VO CP;CIMED;CX C/480 CP;480
1444;7891721029905;1008903920019;LEVOTIROXINA SÓDICA 25 MCG CP (G);LEVOTIROXINA SODICA 25 MCG (HOSP) VO CP;MERCK;CX C/30 CP;30
1695;7898941450144;80587510002;ESTERILCARE BOBINA ESTERIL 450 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 450 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1696;7898941450151;80587510002;ESTERILCARE BOBINA ESTERIL 500 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 500 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1346;7896014688098;1163700810013;EFRINALIN 1 MG/ML SOL/INJ 1 ML AM (S);HEMITARTARATO DE EPINEFRINA 1 MG/ML SOL/INJ IM/IV/SC 1 ML AMP;BLAU FARMAC.;CX C/100 AMP;100
1443;7896523224756;1438101740156;CLOR DE CICLOBENZAPRINA 10 MG CP (G);CLORIDRATO DE CICLOBENZAPRINA 10 MG VO CP;CIMED;CX C/480 CP;480
1583;7895858001452;1376400280013;OSTRIOL 0,25 MCG CAP (E);CALCITRIOL 0,25 MCG VO CAP;ASPEN PHARMA;CX C/30 CP;30
1720;7899095210431;1542300280036;NIOXIL 10 MG CP (S);NIFEDIPINO 10 MG VO CP;GEOLAB;CX C/450 CP;450
1770;7897460400265;1565100380044;IPSILON 4 G IV 20 ML F/A (E);ACIDO EPSILON AMINOCAPROICO 200 MG/ML IV 20 ML F/A;ZYDUS;CX C/1 FA;1
1771;7897460400258;1565100380036;IPSILON 1 G IV 20 ML F/A (E);ACIDO EPSILON AMINOCAPROICO 50 MG/ML IV 20 ML F/A;ZYDUS;CX C/1 FA;1
1772;7897460400227;1565100380028;IPSILON 500 MG CP (E);ACIDO EPSILON AMINOCAPROICO 500 MG CP;ZYDUS;CX C/36 CP;36
1786;7898133131608;1384100360020;HELMILAB 20 MG/ML 30 ML (S)      ;MEBENDAZOL 20 MG/ML 30 ML + COPO DOSADOR;NATULAB;CX C/50 FR;50
1787;7898133136580;1384100500167;AFOLIC 5 MG CP (S);ACIDO FOLICO 5 MG VO CP;NATULAB;CX C/500 CP;500
1870;7898007901210;80560310031;TIRAS ON CALL PLUS II HOSP EMB INDIVIDUA;TIRAS DE GLICOSE HGT EMBALABEM INDIVIDUALIZADA;ACON;CX C/25 TIRA;25
1576;7899547524925;1256802610521;CITRATO DE SILDENAFILA 50 MG CP (G);CITRATO DE SILDENAFILA 50 MG VO CP EMBALAGEM FRACIONAVEL;PRATI DONADUZZI;CX C/60 CP;60
1612;7898415822323;1559200040267;CLORETO DE SODIO 20% 20 ML FA ;CLORETO DE SODIO 20% IV 20 ML;SAMTEC;CX C/200 FA;200
1613;17898415826014;1559200030059;BICARBONATO DE SODIO 8,4% 10 ML FA ;BICARBONATO DE SODIO 8,4% IV 10 ML;SAMTEC;CX C/200 FA;200
1614;7898415824013;1559200010147;CLORETO DE POTASSIO 19,1% 10 ML FA ;CLORETO DE POTASSIO 19,1% IV 10 ML;SAMTEC;CX C/200 FA;200
1445;7891721029899;1008903920043;LEVOTIROXINA SÓDICA 50 MCG CP (G);LEVOTIROXINA SODICA 50 MCG (HOSP) VO CP;MERCK;CX C/30 CP;30
1447;7898166041059;1108500340029;PARACETAMOL 200 MG/ML 15 ML FR (G);PARACETAMOL 200 MG/ML 15 ML VO FR;FARMACE;CX C/100 FR;100
1497;7896112126676;1037004930023;TIMOLOL 0,5% COL 5 ML FR (G)         ;MALEATO DE TIMOLOL 0,5% 5 ML COLIRIO FR ;TEUTO;CX C/50 FR;50
1498;7898415821012;1559200020045;AGUA PARA INJEÇAO 10 ML FA;AGUA PARA INJEÇAO IV 10 ML;SAMTEC;CX C/200 FR;200
1697;7898941450168;80587510002;ESTERILCARE BOBINA ESTERIL 600 MM/100 M ;EMBALAGEM PARA ESTERILIZAÇÃO BOBINA 600 MM X 100 M ;DUOTEC;BOBINA 100 M;1
1396;7896676400175;1029801990029;CODEIN 30 MG CP (S) (A2);FOSFATO CODEINA 30 MG VO CP (A2);CRISTALIA;CX C/30 CP;30
1414;7899547513059;1256802560028;AMOX+CLAVULA 80/11,4 MG/ML 70 ML FR (G) ;AMOXICILINA + CLAVULANATO DE POTÁSSIO 80 + 11,4 MG/ML 70 ML + SERINGA DOSADORA;PRATI DONADUZZI;CX C/50 FR;50
1455;7896112166771;1037003220081;CARBITAL 200 MG/ML 1 ML AMP (S) (B1);FENOBARBITAL 200 MG/ML SOL/INJ IM 1 ML AMP (B1);TEUTO;CX C/60 AMP;60
1473;7896202502359;0;SULFATO FERROSO 40 MG (EQ 14 MG) CP (S);SULFATO FERROSO 40 MG (FERRO ELEMENTAR 14MG) VO CP (25 BLISTERS C/20 CP);VITAMED;CX C/500 CP;500
1657;7897848502413;1476100230025;SULFADIA DE PRATA 10 MG/G 30 G BIS (G) ;SULFADIAZINA DE PRATA 10 MG/G CREME DERMATOLOGICO 30 G BIS;NATIVITA;CX C/200 BIS;200
1721;7899095210448;1542300280052;NIOXIL 20 MG CP (S);NIFEDIPINO 20 MG VO CP;GEOLAB;CX C/450 CP;450
1293;7896112436102;1097401240027;FLAVENOS 500 CP (S);DIOSMINA + HESPERIDINA 450/50 MG VO CP;BIOLAB;CX C/30 CP;30
1788;7899470806006;1384100230232;BRONQTRAT 6 MG/ML AD 120 ML FR (S);CLORIDRATO DE AMBROXOL 6 MG/ML ADULTO 120 ML VO FR + COPO DOSADOR;NATULAB;CX C/50 FR;50
1789;7896202501925;ISENTO;EFICAL 500 (EQ 200) MG  CP (S);CARBONATO DE CALCIO 500 MG (EQUIVALENTE A 200 MG ELEMENTAR) VO CP;VITAMED;CX C/500 CP;500
1790;7896202501161;ISENTO;CIACAL 1250 (EQ 500) MG  CP (S);CARBONATO DE CALCIO 1250 MG (EQUIVALENTE A 500 MG ELEMENTAR) VO CP;VITAMED;CX C/500 CP;500
1791;7899470806600;1384100230291;BRONQTRAT 3 MG/ML PED 100 ML FR (S);CLORIDRATO DE AMBROXOL 3 MG/ML PEDIATRICO 100 ML VO FR + COPO DOSADOR;NATULAB;CX C/50 FR;50
1871;7908007901098;80560310032;APARELHO ON CALL PLUS II UND;MEDIDOR DE GLICEMIA CAPILAR;ACON;CX C/1 UNI;1
1566;7899095230323;1542301680011;BETAXOLOL 5 MG/ML COL 5 ML (G) ;CLORIDRATO DE BETAXOLOL 5 MG/ML SOL/OFT 5 ML;GEOLAB;FR C/5 ML;1
1567;7899095203990;1542301580017;CIPRIXIN DEXA COLIRIO 5 ML (S);"CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA 3,5 MG + 1 MG/ML SOLUÇÃO OFTALMICA 5 ML FR

";GEOLAB;FR C/5 ML;1
1592;7896014685363;1163700940138;DOCLAXIN 500/100 MG FA (S)           ;"AMOXICILINA + CLAVULANATO DE POTASSIO 500/100 MG PÓ/INJ IV S/DIL F/A

";BLAU FARMAC.;CX C/20 FA;20
1518;7898123906605;1134301710021;FENITOINA 50 MG/ML 5 ML AMP (G) (C1);FENITOINA SODICA 50 MG/ML SOL/INJ IM/IV 5 ML AMP (C1);HIPOLABOR;CX C/100 AMP;100
1541;7896004754949;1023510880031;CLOR DE DULOXETINA 30 MG CP (G) (C1);CLORIDRATO DE DULOXETINA  30 MG VO CP (C1);EMS;CX C/30 CP;30
1698;7898941450342;80587510002;ESTERILCARE ENV AUTO SELANTE 70MM/250 MM;EMBALAGEM PARA ESTERILIZAÇÃO ENVELOPE AUTO SELANTE 70 MM X 250 MM ;DUOTEC;CX C/100 UNI;100
1699;7898941450373;80587510002;ESTERILCARE ENV AUTO SELANTE 150MM/250MM;EMBALAGEM PARA ESTERILIZAÇÃO ENVELOPE AUTO SELANTE 150 MM X 250 MM ;DUOTEC;CX C/100 UNI;100
1702;7898941450397;80587510002;ESTERILCARE ENV AUTO SELANTE 90MM/250 MM;EMBALAGEM PARA ESTERILIZAÇÃO ENVELOPE AUTO SELANTE 90 MM X 250 MM ;DUOTEC;CX C/100 UNI;100
1853;7897848501195;1476100220011;HIDROXIZINA 2 MG/ML 100 ML FR (G);CLORIDRATO DE HIDROXIZINA 2 MG/ML 100 ML VO FR + COPO MEDIDOR;NATIVITA;FR C/100 ML;1
1363;7899470804873;1384100650071;AD-VITAM GOTAS 10 ML FR (S)           ;ACETATO DE RETINOL (VITAMINA A) 50.000 UI + COLECALCIFEROL (VITAMINA D) 10.000 UI 10 ML SOLUÇÃO ORAL GOTAS VO FR;NATULAB;CX C/200 FR;200
1549;7898123909026;1134301510012;FENTANILA 50 MCG/ML 5 ML AMP (G) (A1);CITRATO DE FENTANILA 78,5 MCG/ML (FENTANILA BASE 50MCG/ML) SOL/INJ IM/IV 5 ML AMP;HIPOLABOR;CX C/25 AMP;25
1550;7898123907817;1134301260032;NOREPINEFRINA 2 MG/ML 4 ML AMP (G);HEMITARTARATO DE NOREPINEFRINA 2 MG/ML SOL/INJ IV 4 ML AMP;HIPOLABOR;CX C/50 AMP;50
1551;7898123908999;1134301750021;LIDOCAINA 100 MG/ML SPRAY TOP 50 ML (G);"LIDOCAINA SPRAY 100 MG/ML TÓPICO 50 ML
";HIPOLABOR;FR C/50 ML;1
1792;7896137102792;1071401750102;SINVASTON 40 MG CP (S);SINVASTATINA 40 MG VO CP;SANVAL;CX C/500 CP;500
1793;7896137102723;1071401750099;SINVASTON 20 MG CP (S);SINVASTATINA 20 MG VO CP;SANVAL;CX C/500 CP;500
1794;7898283813058;10330660036;DESCARPACK TORNEIRA 3 VIAS VER LUER LOCK;TORNEIRA 3 VIAS VERMELHA LUER LOCK ;DESCARPACK;CX C/50 UNI;50
1795;7898951599819;80937630014;DESCARBOX LENCOL NATURAL 50 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% FIBRAS RECICLAVEIS 50 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1224;7899095243866;1542302040040;HEM QUETIAPINA 25 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 25 MG VO CP (C1);GEOLAB;CX C/30 CP;30
1225;7899095243743;1542302040164;HEM QUETIAPINA 200 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 200 MG VO CP (C1);GEOLAB;CX C/30 CP;30
1226;7899095243804;1542302040105;HEM QUETIAPINA 100 MG CP (G) (C1);HEMIFUMARATO DE QUETIAPINA 100 MG VO CP (C1);GEOLAB;CX C/30 CP;30
1255;7898927562908;1565100590030;KAVIUM 10 MG CP (S) (C1);ARIPIPRAZOL 10 MG VO CP (C1);ZYDUS;CX C/30 CP;30
1256;7898927562939;1565100590022;KAVIUM 15 MG CP (S) (C1);ARIPIPRAZOL 15 MG VO CP (C1);ZYDUS;CX C/30 CP;30
1618;7898123905028;1134301030045;CLINDAMICINA 150 MG/ML 4 ML AMP (G);"FOSFATO DE CLINDAMICINA 150 MG/ML SOL/INJ IV/IM 4 ML AMP 


";HIPOLABOR;CX C/100 AMP;100
1703;7898951599550;80937630001;DESCARBOX COLETOR PERF 1,5 L PREMIUM;"COLETOR PARA PERFUROCORTANTES/INFECTA 1,5 LITROS AMARELO UNIDADE
";VIVA BOX;1 UN;1
1704;7898951599512;80937630002;DESCARBOX COLETOR PERF 3,0 L ECOLOGIC;"COLETOR PARA PERFUROCORTANTES/INFECTA 3,0 LITROS AMARELO UNIDADE
";VIVA BOX;1 UN;1
1705;7898951599529;80937630002;DESCARBOX COLETOR PERF 7,0 L ECOLOGIC;"COLETOR PARA PERFUROCORTANTES/INFECTA 7,0 LITROS AMARELO UNIDADE
";VIVA BOX;1 UN;1
1706;7898951599536;80937630002;DESCARBOX COLETOR PERF 13 L ECOLOGIC;"COLETOR PARA PERFUROCORTANTES/INFECTA 13 LITROS AMARELO UNIDADE
";VIVA BOX;1 UN;1
1707;7898951599543;80937630002;DESCARBOX COLETOR PERF 20 L ECOLOGIC;"COLETOR PARA PERFUROCORTANTES/INFECTA 20 LITROS AMARELO UNIDADE
";VIVA BOX;1 UN;1
1708;7898951599666;80937630013;DESCARBOX LENCOL ECOLOGIC 50 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% FIBRAS BRANCAS 50 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1263;7899547504729;1256802090021;SULFA + TRIMETOPRIMA 400/80 MG CP (G);SULFAMETOXAZOL + TRIMETOPRIMA 400+80 MG VO CP;PRATI DONADUZZI;CX C/200 CP;200
1271;7898361885335;1516700460075;BIS DE CLOPIDOGREL 75 MG CP (G);"BISSULFATO DE CLOPIDOGREL 75 MG VO CP


";AUROBINDO;CX C/30 CP;30
1272;8902344901147;1427700350023;SUCROFER 20MG/ML IV INJ 5 ML AMP (E);SACARATO HIDROXIDO FERRICO 20 MG/ML SOL/INJ IV 5 ML AMP;UNIAO QUIMICA;CX C/5 AMP;5
1796;7898951599826;80937630014;DESCARBOX LENCOL NATURAL 70 CM X 50 M;"LENÇOL DE CAMA HOSPITALAR 100% FIBRAS RECICLAVEIS 70 CM X 50 M ROLO COM 50 METROS
";VIVA BOX;ROLO 50 M;1
1797;7898927562052;1565100280015;DIVALPROATO DE SODIO 250 MG CP (G) (C1);DIVALPROATO DE SODIO 250 MG VO CP (C1) FARMA;ZYDUS;CX C/20 CP;1
1798;7898927562069;1565100280023;DIVALPROATO DE SODIO 500 MG CP (G) (C1);DIVALPROATO DE SODIO 500 MG VO CP (C1) FARMA;ZYDUS;CX C/20 CP;1
